sample_index,pid,split,dataset_file_path,caption,input_ids_raw,attention_mask_raw,num_tokens
245,375,train,HoGuom_00/00376_00012985.jpg,"nữ đi giày đen, mặc áo đen, mặc quần đùi bò đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00245_pid375_00376_00012985_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00245_pid375_00376_00012985_attention_mask.raw,28
246,386,train,HoGuom_00/00387_00012930.jpg,"nữ thanh niên, đi giày thể thao trắng, mặc quần đùi đen, áo phông đen, tóc dài đen qua vai.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00246_pid386_00387_00012930_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00246_pid386_00387_00012930_attention_mask.raw,41
247,1086,train,HoGuom_01/01087_00002085.jpg,"nữ thanh niên tóc dài làm xoăn, tay phải cầm một cái gì đó đưa ngang ngực, mặc áo bó ngắn màu đen dài tay, mặc quần bó dài màu đen, đi giầy thể thao màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00247_pid1086_01087_00002085_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00247_pid1086_01087_00002085_attention_mask.raw,64
248,1753,train,DHHN_HVBCVT_00/01754_00013830.jpg,"Một người phụ nữ có mái tóc màu đen, đeo khẩu trang màu xanh, mặc áo khoác màu cam, mặc quần màu đen, đi giày màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00248_pid1753_01754_00013830_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00248_pid1753_01754_00013830_attention_mask.raw,56
249,98,train,HoGuom_00/00099_00001580.jpg,"nam thanh niên, mặc quần ngố bò màu xanh, áo phông đen cổ đỏ.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00249_pid98_00099_00001580_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00249_pid98_00099_00001580_attention_mask.raw,30
250,69,train,TEST_DATA/Person70.2/output_9.jpg,"Một người đàn ông mặc áo cộc tay màu đỏ, quần đùi thể thao màu xanh nước biển, chân đi dép lê.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00250_pid69_output_9_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00250_pid69_output_9_attention_mask.raw,42
251,354,train,HoGuom_00/00355_00011905.jpg,"Bé trai mặc áo ba lỗ trắng, quần đùi màu xám, đi dép quai hậu đỏ.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00251_pid354_00355_00011905_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00251_pid354_00355_00011905_attention_mask.raw,33
252,1972,train,DHGTVT_00/01973_00028460.jpg,"nam tóc ngắn màu đen, đi giầy thể thao màu đen viền trắng mũi màu trắng, mặc bộ quần áo bên trong màu xanh xám, mặc áo khoác ngoài màu đen dọc ống tay có vạch màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00252_pid1972_01973_00028460_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00252_pid1972_01973_00028460_attention_mask.raw,64
253,718,train,HoGuom_00/00719_00011380.jpg,"cô gái tóc búi cao màu đen, mặc váy dài sát nách màu đen, đeo túi xách màu đen, đi dép màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00253_pid718_00719_00011380_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00253_pid718_00719_00011380_attention_mask.raw,46
254,421,train,HoGuom_00/00422_00014505.jpg,"nữ đeo kính, đi tông, tóc màu đen cột sau vai, áo phông trắng quần đùi ghi.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00254_pid421_00422_00014505_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00254_pid421_00422_00014505_attention_mask.raw,35
255,289,train,HoGuom_00/00290_00009235.jpg,"nam mặc áo đen, quần màu sáng, đi giày thể thao trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00255_pid289_00290_00009235_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00255_pid289_00290_00009235_attention_mask.raw,26
256,982,train,HoGuom_01/00983_00007830.jpg,"nữ cắt tóc đầu vuông, đeo kính, đeo khẩu trang màu xanh da trời, mặc váy dài trên gối màu vàng, khoác áo ngoài dài tay màu đen, đi giầy bệt màu trắng, tay phải để ngang bụng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00256_pid982_00983_00007830_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00256_pid982_00983_00007830_attention_mask.raw,64
257,332,train,HoGuom_00/00333_00010605.jpg,"nữ tóc búi sau, mặc áo nâu có thuê hoa, quần màu nâu.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00257_pid332_00333_00010605_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00257_pid332_00333_00010605_attention_mask.raw,29
258,1642,train,DHHN_HVBCVT_00/01643_00038820.jpg,"người đàn ông tóc ngắn màu đen, mặc áo dài tay màu đen có kẻ ngang màu trắng ở ngực, quần dài màu đen, dép màu xám.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00258_pid1642_01643_00038820_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00258_pid1642_01643_00038820_attention_mask.raw,53
259,510,train,HoGuom_00/00511_00001365.jpg,"người phụ nữ đeo kính, tóc màu đen buộc cao, áo phông ngắn tay màu đen, mặc quần dài màu xanh than kẻ sọc trắng, giày đen, khoác ba lô quai đỏ.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00259_pid510_00511_00001365_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00259_pid510_00511_00001365_attention_mask.raw,64
260,1547,train,DHHN_HVBCVT_00/01548_00000420.jpg,"nam cắt tóc ngắn màu đen, mặc áo phông cổ tròn cộc tay màu đen, trên ngực trái có một chấm trắng, mặc quần dài màu xám, đi dép lê màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00260_pid1547_01548_00000420_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00260_pid1547_01548_00000420_attention_mask.raw,64
261,1286,train,HoGuom_01/01287_00008685.jpg,"Một em trai để tóc đầu cua, mặc áo màu trắng, mặc quần màu đen và đi dép.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00261_pid1286_01287_00008685_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00261_pid1286_01287_00008685_attention_mask.raw,35
262,1530,train,DHHN_HVBCVT_00/01531_00010425.jpg,"nam tóc ngắn màu đen, mặc áo dài tay màu xám, mặc quần dài màu đen, đi giầy da màu đen, tay phải vung về phía trước.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00262_pid1530_01531_00010425_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00262_pid1530_01531_00010425_attention_mask.raw,54
263,1991,train,TamChuc_01/01992_2.jpg,"nữ đeo khẩu trang y tế màu xanh da trời, mặc áo nhiều họa tiết màu vàng nâu, hai tay cầm điện thoại và một tờ giấy màu trắng, đeo túi đen nhỏ trước bụng, mặc quần dài màu đen, đi giầy màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00263_pid1991_01992_2_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00263_pid1991_01992_2_attention_mask.raw,64
264,1465,train,HoGuom_01/01466_2.jpg,"Một cô gái tóc dài qua vai màu nâu, mặc áo phông cổ tròn tay lỡ màu xanh nhạt có in hình bông hoa, mặc quần dài ống rộng màu đen, đi dép màu đen quai màu đỏ, Đeo khẩu trang y tế màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00264_pid1465_01466_2_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00264_pid1465_01466_2_attention_mask.raw,64
265,818,train,HoGuom_01/00819_00004020.jpg,"nữ được nhìn trực tiếp từ phía trước, tóc đen, đeo khẩu trang màu xanh da trời, mặc áo màu đen tay lỡ, quần sooc màu đen cao trên gối, tay trái cầm điện thoại đưa ngang ngực, chân trái co, chân phải thẳng, đang bước đi.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00265_pid818_00819_00004020_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00265_pid818_00819_00004020_attention_mask.raw,64
266,594,train,HoGuom_00/00595_00006185.jpg,"người đàn ông đội mũ lưỡi trai màu trắng, mặc áo ngắn tay có cổ mà trắng, quần sooc màu đen, đi giày màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00266_pid594_00595_00006185_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00266_pid594_00595_00006185_attention_mask.raw,48
267,734,train,HoGuom_00/00735_00012790.jpg,"cô gái tóc ngắn màu đen, đeo kính gọng màu đen, mặc áo dài tay có cổ màu đen, đeo túi chéo màu đen, mặc quần dài màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00267_pid734_00735_00012790_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00267_pid734_00735_00012790_attention_mask.raw,63
268,922,train,HoGuom_01/00923_00010320.jpg,"nữ tóc dài chấm vai màu đen, đeo kính, mặc áo tay lỡ màu xám nâu, trước ngực có hình tròn màu trắng chấm đen ở trong, đeo túi chéo vai, túi bên sườn phải, hai tay để sau lưng, mặc chân váy ngắn màu xanh nước biển, đi giầy thể thao màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00268_pid922_00923_00010320_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00268_pid922_00923_00010320_attention_mask.raw,64
269,743,train,HoGuom_00/00744_00012105.jpg,"người đàn ông tóc ngắn màu đen, mặc áo ngắn tay màu đen có họa tiết nhiều màu, quần sooc màu đen, đi dép màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00269_pid743_00744_00012105_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00269_pid743_00744_00012105_attention_mask.raw,50
270,766,train,HoGuom_00/00767_00005860.jpg,"cô gái tóc dài màu nâu, mặc áo hoa màu đỏ đen, quần sooc màu đen, cổ tay có đeo vòng màu đen, đi giày cao cổ màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00270_pid766_00767_00005860_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00270_pid766_00767_00005860_attention_mask.raw,57
271,1255,train,HoGuom_01/01256_00004755.jpg,"Một thanh niên đội mũ màu đen, mặc áo phông màu ghi, mặc quần màu đen, đi giày màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00271_pid1255_01256_00004755_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00271_pid1255_01256_00004755_attention_mask.raw,42
272,1207,train,HoGuom_01/01208_00003495.jpg,"Một người phụ nữ tóc màu đen, mặc áo phông màu trắng, mặc quần dài qua đầu gối màu đen, đi giày thể thao màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00272_pid1207_01208_00003495_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00272_pid1207_01208_00003495_attention_mask.raw,55
273,1213,train,HoGuom_01/01214_00003270.jpg,"Một cô gái tóc màu đen, mặc áo màu đen có sọc trắng, mặc quần dài màu đen, đi giày màu ghi, tay cầm áo khoác.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00273_pid1213_01214_00003270_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00273_pid1213_01214_00003270_attention_mask.raw,54
274,248,train,HoGuom_00/00249_00007905.jpg,"nữ tóc đen cắt ngắn, mặc áo khoác trắng ngoài, trong mặc váy liền thân màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00274_pid248_00249_00007905_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00274_pid248_00249_00007905_attention_mask.raw,41
275,1405,train,HoGuom_01/01406_1.jpg,"Một người phụ nữ lớn tuổi có mái tóc ngắn màu đen, đeo khẩu trang màu xanh nước biển nhạt, mặc áo dài tối màu, mặc quần dài bên trong màu đen, đi giày màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00275_pid1405_01406_1_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00275_pid1405_01406_1_attention_mask.raw,64
276,1347,train,HoGuom_01/01348_00007740.jpg,"Một nam thanh niên có mái tóc màu đen, mặc áo sơ mi màu trắng, mặc quần dài màu đen, đi giày màu nâu.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00276_pid1347_01348_00007740_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00276_pid1347_01348_00007740_attention_mask.raw,50
277,1663,train,DHHN_HVBCVT_00/01664_00046125.jpg,"nữ, tóc dài màu đen, áo khoác ngoài màu đen, chữ màu trắng ở lưng áo, chân váy màu nâu, tất màu đen, giày màu da, xách túi màu nâu.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00277_pid1663_01664_00046125_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00277_pid1663_01664_00046125_attention_mask.raw,64
278,1133,train,HoGuom_01/01134_00000690.jpg,"Một nữ thanh niên buộc tóc mặt tròn, mặc áo cổ tròn dài tay màu hồng phấn, tay phải cầm cái gì đó, đeo một túi xách nhỏ màu đen, mặc quần dài ống rộng màu ghi, chân đi giầy màu da.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00278_pid1133_01134_00000690_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00278_pid1133_01134_00000690_attention_mask.raw,64
279,793,train,HoGuom_01/00794_00002130.jpg,"Phụ nữ tóc dài nhuộm màu hạt dẻ để xõa, đeo khẩu trang, mặc áo trắng dài tay, đeo áo trên cánh tay, đeo túi màu đen, mặc quần sooc ngắn, đi giầy màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00279_pid793_00794_00002130_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00279_pid793_00794_00002130_attention_mask.raw,64
280,555,train,HoGuom_00/00556_00004400.jpg,"người phụ nữ trung niên có tóc đen búi cao, mặc áo khoác dài tay màu tím than, phía trên áo màu trắng, tay áo có sọc kẻ màu trắng, mặc quần dài màu đen, đi giày màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00280_pid555_00556_00004400_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00280_pid555_00556_00004400_attention_mask.raw,64
281,1788,train,DHHN_HVBCVT_00/01789_00002040.jpg,"nam thanh niên mặc áo khoác phao màu đen, đeo ba lô màu ghi đậm, mặc quần màu đen xám khói, đi giầy thể thao màu xám đậm, đang xỏ tay túi áo.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00281_pid1788_01789_00002040_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00281_pid1788_01789_00002040_attention_mask.raw,64
282,720,train,HoGuom_00/00721_00011355.jpg,"nam thanh niên tóc ngắn màu đen, mặc áo sơ mi dài tay màu trắng, khoác ba lô màu đen, quần jean dài màu xanh đen, đi giày màu xanh.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00282_pid720_00721_00011355_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00282_pid720_00721_00011355_attention_mask.raw,59
283,58,train,TEST_DATA/Person59.2/output_6.jpg,"Một cậu con trai có mái tóc đen cắt ngắn, mặc một chiếc áo phông đen cộc tay có in hình nhiều màu sắc ở trước ngực áo, đi đôi giày thể thao màu đỏ, mặc một chiếc quần đùi màu trắng pha lẫn các đường kẻ đỏ ở ống quần và gấu quần.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00283_pid58_output_6_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00283_pid58_output_6_attention_mask.raw,64
284,1201,train,HoGuom_01/01202_00004035.jpg,"Một cô gái tóc đen ngắn, buộc tóc màu trắng, mặc áo phông màu tím, mặc quần dài màu đen, đi giày màu trắng, đeo túi có dây màu vàng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00284_pid1201_01202_00004035_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00284_pid1201_01202_00004035_attention_mask.raw,62
285,1436,train,HoGuom_01/01437_2.jpg,"một người đàn ông da ngăm đen, mặc áo sơ mi cộc tay màu trắng kẻ caro màu xanh tím đậm, mặc quần đùi màu xanh rêu, đi tông màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00285_pid1436_01437_2_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00285_pid1436_01437_2_attention_mask.raw,63
286,1082,train,HoGuom_01/01083_00001965.jpg,"nam tóc ngắn, áo trong màu trắng, mặc áo khoác ngoài dài tay màu da, đeo túi chéo vai, mặc quần bò dài màu xanh, đi giầy thể thao màu nâu có viền xám.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00286_pid1082_01083_00001965_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00286_pid1082_01083_00001965_attention_mask.raw,64
287,667,train,HoGuom_00/00668_00008515.jpg,"người phụ nữ tóc màu đen, áo sơ mi ngắn tay màu trắng xanh, mặc quần lửng màu đen, đi giày màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00287_pid667_00668_00008515_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00287_pid667_00668_00008515_attention_mask.raw,49
288,1723,train,DHHN_HVBCVT_00/01724_00012180.jpg,"người đàn ông đội mũ màu xanh đen, khẩu trang màu xám, mặc áo màu xanh ngọc có kẻ sọc ở tay áo màu nâu, quần dài màu đen, đi giày màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00288_pid1723_01724_00012180_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00288_pid1723_01724_00012180_attention_mask.raw,64
289,1941,train,DHGTVT_00/01942_00011020.jpg,"nam thanh niên đeo khẩu trang màu trắng, đeo túi màu đen, mặc áo trong màu đen bên ngoài có một chiếc ào khoác màu xám, mặc quần dài màu đen, đi giày màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00289_pid1941_01942_00011020_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00289_pid1941_01942_00011020_attention_mask.raw,64
290,57,train,TEST_DATA/Person58.2/output_6.jpg,"Một cô gái trẻ tóc dài đen ngang vai để xõa, tóc mái dài rẽ ngôi sang phải, mặc một chiếc áo phông ngắn màu vàng có in hình trắng ở trước ngực áo, mặc một chiếc quần bó màu đen dài, đi giày thể thao màu đen có viền trắng chữ V ở bên cạnh.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00290_pid57_output_6_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00290_pid57_output_6_attention_mask.raw,64
291,1042,train,HoGuom_01/01043_00000930.jpg,"nữ tóc ngắn làm xoăn màu hạt dẻ, mặc áo phông cộc tay màu đỏ, đeo khẩu trang màu xanh da trời, đeo túi vắt chéo vai, túi màu nâu đáy túi màu da, mặc quần bò dài màu xanh nước biển nhạt, đi giầy ba ta màu đen đế màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00291_pid1042_01043_00000930_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00291_pid1042_01043_00000930_attention_mask.raw,64
292,1594,train,DHHN_HVBCVT_00/01595_00013185.jpg,"nam thanh niên đeo kính, mặc áo khoác phao màu đỏ, đeo ba lô đen, mặc quần bò màu xanh, đi giày thể thao đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00292_pid1594_01595_00013185_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00292_pid1594_01595_00013185_attention_mask.raw,53
293,962,train,HoGuom_01/00963_00004155.jpg,"nam đeo mũ lưỡi trai màu đen, đeo khẩu trang màu đen, mặc áo phông có cổ cộc tay màu ghi, tay trái đeo đồng hồ và cầm một chiếc túi màu đen, tay phải gập phía sau lưng, mặc quần sooc màu gạch non.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00293_pid962_00963_00004155_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00293_pid962_00963_00004155_attention_mask.raw,64
294,133,train,HoGuom_00/00134_00002470.jpg,"Bé trai mặc áo phông ngắn tay, quần bò ngố màu xanh, chân đi tông.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00294_pid133_00134_00002470_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00294_pid133_00134_00002470_attention_mask.raw,30
295,1791,train,DHHN_HVBCVT_00/01792_00001785.jpg,"nam thanh niên mặc áo khoác dài tay màu ghi nhạt, đeo ba lô màu đen, mặc quần bò dài màu xanh biển nhạt, đi giầy thể thao màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00295_pid1791_01792_00001785_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00295_pid1791_01792_00001785_attention_mask.raw,63
